Date,Manufacturer,Category,Region,Production_Volume,Average_Price,GDP_Growth,Steel_Price,US_Tariff_Rate,US_EV_Subsidy,EV_Share,Oil_Price,Interest_Rate
2016-09-30,Stellantis,Electric_Vehicles,China,5298,50219.84,0.0313,739.88,0.025,7500,0.1417,85.93,0.0238
2016-09-30,GM,Passenger_Cars,North_America,25340,26449.09,0.0326,738.73,0.025,7500,0.1417,85.58,0.0299
2016-09-30,GM,Passenger_Cars,Europe,27376,28519.11,0.0167,765.21,0.025,7500,0.1417,72.86,0.0198
2016-09-30,GM,Passenger_Cars,Asia_Pacific,33983,29123.93,0.0322,775.96,0.025,7500,0.1417,81.57,0.0233
2016-09-30,GM,Passenger_Cars,China,40205,27816.28,0.0334,755.75,0.025,7500,0.1417,84.16,0.021
2016-09-30,GM,Commercial_Vehicles,North_America,6891,51400.74,0.0354,715.36,0.025,7500,0.1417,96.13,0.0215
2016-09-30,GM,Commercial_Vehicles,Europe,8134,51185.27,0.0325,719.32,0.025,7500,0.1417,86.78,0.0198
2016-09-30,GM,Commercial_Vehicles,Asia_Pacific,9645,50065.42,0.0332,745.9,0.025,7500,0.1417,76.53,0.0278
2016-09-30,GM,Commercial_Vehicles,China,11769,53153.51,0.0229,692.75,0.025,7500,0.1417,101.77,0.0296
2016-09-30,GM,Electric_Vehicles,North_America,4286,46408.17,0.0316,776.13,0.025,7500,0.1417,78.77,0.0234
2016-09-30,GM,Electric_Vehicles,Europe,4737,45889.92,0.0354,712.63,0.025,7500,0.1417,88.47,0.0178
2016-09-30,GM,Electric_Vehicles,Asia_Pacific,5639,44490.94,0.0315,751.78,0.025,7500,0.1417,98.67,0.0231
2016-09-30,GM,Electric_Vehicles,China,7094,46419.22,0.0374,753.39,0.025,7500,0.1417,82.24,0.0211
2016-10-31,Toyota,Passenger_Cars,North_America,30424,30017.35,0.0299,838.44,0.025,7500,0.1417,98.3,0.0223
2016-10-31,Toyota,Passenger_Cars,Europe,37781,31231.4,0.0266,776.48,0.025,7500,0.1417,99.23,0.0247
2016-10-31,Toyota,Passenger_Cars,Asia_Pacific,42173,32563.35,0.0299,757.93,0.025,7500,0.1417,101.93,0.0233
2016-10-31,Toyota,Passenger_Cars,China,45495,30705.02,0.0331,772.43,0.025,7500,0.1417,71.07,0.0256
2016-10-31,Toyota,Commercial_Vehicles,North_America,9314,55575.02,0.0262,760.15,0.025,7500,0.1417,96.15,0.0223
2016-10-31,Toyota,Commercial_Vehicles,Europe,11526,56144.09,0.0309,772.88,0.025,7500,0.1417,77.45,0.0243
2016-10-31,Toyota,Commercial_Vehicles,Asia_Pacific,13164,54525.38,0.0274,717.54,0.025,7500,0.1417,101.18,0.0279
2016-10-31,Toyota,Commercial_Vehicles,China,16176,56790.58,0.0256,741.3,0.025,7500,0.1417,82.83,0.0232
2016-10-31,Toyota,Electric_Vehicles,North_America,4745,47868.18,0.0337,751.2,0.025,7500,0.1417,91.99,0.0236
2016-10-31,Toyota,Electric_Vehicles,Europe,7018,49681.38,0.0298,763.93,0.025,7500,0.1417,76.9,0.0234
2016-10-31,Toyota,Electric_Vehicles,Asia_Pacific,6635,49564.91,0.0261,766.63,0.025,7500,0.1417,84.44,0.0239
2016-10-31,Toyota,Electric_Vehicles,China,8318,51272.93,0.0394,729.82,0.025,7500,0.1417,73.81,0.0261
2016-10-31,Volkswagen,Passenger_Cars,North_America,28772,31954.25,0.0312,745.57,0.025,7500,0.1417,88.34,0.0281
2016-10-31,Volkswagen,Passenger_Cars,Europe,34542,32524.46,0.0218,697.69,0.025,7500,0.1417,87.38,0.0273
2016-10-31,Volkswagen,Passenger_Cars,Asia_Pacific,36433,32352.51,0.0357,761.07,0.025,7500,0.1417,79.95,0.0211
2016-10-31,Volkswagen,Passenger_Cars,China,40954,32437.21,0.0267,773.42,0.025,7500,0.1417,65.02,0.0133
2016-10-31,Volkswagen,Commercial_Vehicles,North_America,8219,60446.94,0.0278,748.65,0.025,7500,0.1417,89.98,0.0146
2016-10-31,Volkswagen,Commercial_Vehicles,Europe,9516,59203.96,0.0295,754.81,0.025,7500,0.1417,93.78,0.0303
2016-10-31,Volkswagen,Commercial_Vehicles,Asia_Pacific,10404,56394.31,0.0236,793.96,0.025,7500,0.1417,101.33,0.0256
2016-10-31,Volkswagen,Commercial_Vehicles,China,10791,59649.84,0.0289,778.98,0.025,7500,0.1417,79.02,0.0246
2016-10-31,Volkswagen,Electric_Vehicles,North_America,5456,52595.5,0.0252,762.25,0.025,7500,0.1417,99.13,0.0248
2016-10-31,Volkswagen,Electric_Vehicles,Europe,6933,56481.0,0.0283,754.88,0.025,7500,0.1417,95.18,0.0218
2016-10-31,Volkswagen,Electric_Vehicles,Asia_Pacific,6688,49260.61,0.0317,760.24,0.025,7500,0.1417,88.97,0.0236
2016-10-31,Volkswagen,Electric_Vehicles,China,8790,50419.74,0.0274,713.31,0.025,7500,0.1417,95.19,0.022
2016-10-31,Ford,Passenger_Cars,North_America,20275,28245.33,0.0281,746.93,0.025,7500,0.1417,63.83,0.0297
2016-10-31,Ford,Passenger_Cars,Europe,26700,28276.56,0.028,784.88,0.025,7500,0.1417,86.48,0.0313
2016-10-31,Ford,Passenger_Cars,Asia_Pacific,35058,30218.68,0.0326,691.59,0.025,7500,0.1417,83.54,0.0254
2016-10-31,Ford,Passenger_Cars,China,31838,27958.35,0.0355,715.63,0.025,7500,0.1417,77.55,0.0239
2016-10-31,Ford,Commercial_Vehicles,North_America,5523,50401.28,0.0255,805.12,0.025,7500,0.1417,73.09,0.0232
2016-10-31,Ford,Commercial_Vehicles,Europe,6688,50270.92,0.0173,794.01,0.025,7500,0.1417,80.48,0.0272
2016-10-31,Ford,Commercial_Vehicles,Asia_Pacific,9702,50075.89,0.0284,756.37,0.025,7500,0.1417,81.55,0.0235
2016-10-31,Ford,Commercial_Vehicles,China,11505,51946.68,0.0296,746.11,0.025,7500,0.1417,78.54,0.0237
2016-10-31,Ford,Electric_Vehicles,North_America,4442,45162.25,0.0282,745.36,0.025,7500,0.1417,85.16,0.0235
2016-10-31,Ford,Electric_Vehicles,Europe,4896,46575.76,0.0318,698.09,0.025,7500,0.1417,84.94,0.0258
2016-10-31,Ford,Electric_Vehicles,Asia_Pacific,5412,44200.48,0.0283,795.11,0.025,7500,0.1417,78.13,0.0194
2016-10-31,Ford,Electric_Vehicles,China,6595,45460.49,0.0284,757.08,0.025,7500,0.1417,115.01,0.0311
2016-10-31,Hyundai-Kia,Passenger_Cars,North_America,19347,25695.63,0.0216,700.68,0.025,7500,0.1417,73.86,0.0273
2016-10-31,Hyundai-Kia,Passenger_Cars,Europe,22364,26293.63,0.0285,787.97,0.025,7500,0.1417,101.55,0.0244
2016-10-31,Hyundai-Kia,Passenger_Cars,Asia_Pacific,26403,23867.29,0.0272,763.8,0.025,7500,0.1417,76.6,0.0249
2016-10-31,Hyundai-Kia,Passenger_Cars,China,29027,25946.13,0.0309,713.4,0.025,7500,0.1417,93.73,0.0293
2016-10-31,Hyundai-Kia,Commercial_Vehicles,North_America,6059,45580.03,0.0295,798.1,0.025,7500,0.1417,107.29,0.0212
2016-10-31,Hyundai-Kia,Commercial_Vehicles,Europe,6804,45720.86,0.0288,730.54,0.025,7500,0.1417,89.56,0.0312
2016-10-31,Hyundai-Kia,Commercial_Vehicles,Asia_Pacific,7600,46369.05,0.0265,748.77,0.025,7500,0.1417,84.86,0.0306
2016-10-31,Hyundai-Kia,Commercial_Vehicles,China,8685,44585.63,0.0232,763.55,0.025,7500,0.1417,89.65,0.019
2016-10-31,Hyundai-Kia,Electric_Vehicles,North_America,3832,40185.07,0.0378,812.17,0.025,7500,0.1417,80.72,0.0282
2016-10-31,Hyundai-Kia,Electric_Vehicles,Europe,3894,41269.82,0.0353,713.52,0.025,7500,0.1417,104.47,0.0231
2016-10-31,Hyundai-Kia,Electric_Vehicles,Asia_Pacific,4894,44391.18,0.025,768.0,0.025,7500,0.1417,67.93,0.0278
2016-10-31,Hyundai-Kia,Electric_Vehicles,China,5316,39519.82,0.033,780.52,0.025,7500,0.1417,77.68,0.0304
2016-10-31,Stellantis,Passenger_Cars,North_America,16361,28306.88,0.0317,821.14,0.025,7500,0.1417,89.04,0.0141
2016-10-31,Stellantis,Passenger_Cars,Europe,25480,28623.5,0.0218,756.97,0.025,7500,0.1417,92.98,0.0274
2016-10-31,Stellantis,Passenger_Cars,Asia_Pacific,29024,30195.21,0.0254,737.32,0.025,7500,0.1417,81.28,0.0263
2016-10-31,Stellantis,Passenger_Cars,China,24748,30303.08,0.0253,791.03,0.025,7500,0.1417,88.35,0.0264
2016-10-31,Stellantis,Commercial_Vehicles,North_America,5687,52359.02,0.0284,737.94,0.025,7500,0.1417,92.76,0.0331
2016-10-31,Stellantis,Commercial_Vehicles,Europe,6366,52433.79,0.0244,767.57,0.025,7500,0.1417,90.7,0.0291
2016-10-31,Stellantis,Commercial_Vehicles,Asia_Pacific,6867,53651.8,0.0229,789.88,0.025,7500,0.1417,95.33,0.0263
2016-10-31,Stellantis,Commercial_Vehicles,China,8824,53917.73,0.0359,726.09,0.025,7500,0.1417,78.46,0.0311
2016-10-31,Stellantis,Electric_Vehicles,North_America,3943,47809.02,0.0301,756.0,0.025,7500,0.1417,94.08,0.0292
2016-10-31,Stellantis,Electric_Vehicles,Europe,4250,48042.6,0.0251,727.79,0.025,7500,0.1417,83.01,0.0169
2016-10-31,Stellantis,Electric_Vehicles,Asia_Pacific,5192,46016.38,0.0354,769.3,0.025,7500,0.1417,87.39,0.0198
2016-10-31,Stellantis,Electric_Vehicles,China,5335,47301.12,0.0294,716.22,0.025,7500,0.1417,77.6,0.0256
2016-10-31,GM,Passenger_Cars,North_America,21264,27747.48,0.0243,732.47,0.025,7500,0.1417,88.84,0.0286
2016-10-31,GM,Passenger_Cars,Europe,27674,28916.44,0.0342,824.64,0.025,7500,0.1417,77.55,0.0285
2016-10-31,GM,Passenger_Cars,Asia_Pacific,30238,27268.71,0.0284,733.98,0.025,7500,0.1417,69.71,0.0259
2016-10-31,GM,Passenger_Cars,China,38849,28794.48,0.0254,711.09,0.025,7500,0.1417,83.65,0.0212
2016-10-31,GM,Commercial_Vehicles,North_America,6466,49176.54,0.0296,764.01,0.025,7500,0.1417,76.74,0.0237
2016-10-31,GM,Commercial_Vehicles,Europe,8626,51794.58,0.019,759.03,0.025,7500,0.1417,88.64,0.0138
2016-10-31,GM,Commercial_Vehicles,Asia_Pacific,8226,48230.54,0.0221,721.28,0.025,7500,0.1417,91.86,0.0187
2016-10-31,GM,Commercial_Vehicles,China,12297,52047.86,0.0205,751.78,0.025,7500,0.1417,75.63,0.0201
2016-10-31,GM,Electric_Vehicles,North_America,4123,44882.73,0.0275,778.84,0.025,7500,0.1417,70.72,0.0307
2016-10-31,GM,Electric_Vehicles,Europe,5043,45130.85,0.0266,732.94,0.025,7500,0.1417,77.21,0.0325
2016-10-31,GM,Electric_Vehicles,Asia_Pacific,5283,44455.5,0.0343,785.32,0.025,7500,0.1417,77.19,0.0289
2016-10-31,GM,Electric_Vehicles,China,6970,45812.54,0.0284,801.96,0.025,7500,0.1417,96.13,0.0248
2016-11-30,Toyota,Passenger_Cars,North_America,30315,30963.92,0.0306,761.43,0.025,7500,0.1417,78.23,0.0266
2016-11-30,Toyota,Passenger_Cars,Europe,33335,30016.26,0.019,773.36,0.025,7500,0.1417,86.14,0.0239
2016-11-30,Toyota,Passenger_Cars,Asia_Pacific,45177,30283.95,0.0331,747.52,0.025,7500,0.1417,86.8,0.0368
2016-11-30,Toyota,Passenger_Cars,China,47825,30436.67,0.032,782.46,0.025,7500,0.1417,80.47,0.0278
2016-11-30,Toyota,Commercial_Vehicles,North_America,8857,54691.79,0.0303,753.73,0.025,7500,0.1417,76.97,0.0246
2016-11-30,Toyota,Commercial_Vehicles,Europe,9806,52516.2,0.0314,736.05,0.025,7500,0.1417,73.64,0.0236
2016-11-30,Toyota,Commercial_Vehicles,Asia_Pacific,12650,54220.12,0.0335,751.25,0.025,7500,0.1417,97.14,0.0272
2016-11-30,Toyota,Commercial_Vehicles,China,14635,55508.45,0.0321,764.46,0.025,7500,0.1417,66.46,0.0293
2016-11-30,Toyota,Electric_Vehicles,North_America,6043,50021.57,0.0266,738.83,0.025,7500,0.1417,90.68,0.0239
2016-11-30,Toyota,Electric_Vehicles,Europe,6477,51706.34,0.0222,722.31,0.025,7500,0.1417,71.46,0.0304
2016-11-30,Toyota,Electric_Vehicles,Asia_Pacific,7814,51643.74,0.0287,732.14,0.025,7500,0.1417,85.74,0.0295
2016-11-30,Toyota,Electric_Vehicles,China,8556,49602.21,0.0314,770.15,0.025,7500,0.1417,82.28,0.0284
2016-11-30,Volkswagen,Passenger_Cars,North_America,24448,32288.73,0.0326,734.55,0.025,7500,0.1417,100.56,0.0352
2016-11-30,Volkswagen,Passenger_Cars,Europe,32155,30935.31,0.0318,759.04,0.025,7500,0.1417,88.22,0.0308
2016-11-30,Volkswagen,Passenger_Cars,Asia_Pacific,36869,30566.86,0.0336,723.18,0.025,7500,0.1417,81.0,0.0234
2016-11-30,Volkswagen,Passenger_Cars,China,39978,33548.08,0.0175,741.31,0.025,7500,0.1417,95.29,0.0356
2016-11-30,Volkswagen,Commercial_Vehicles,North_America,7579,54528.97,0.0254,739.2,0.025,7500,0.1417,72.26,0.0249
2016-11-30,Volkswagen,Commercial_Vehicles,Europe,10541,59834.27,0.0311,741.72,0.025,7500,0.1417,86.2,0.026
2016-11-30,Volkswagen,Commercial_Vehicles,Asia_Pacific,12136,59965.96,0.0271,715.94,0.025,7500,0.1417,91.4,0.0134
2016-11-30,Volkswagen,Commercial_Vehicles,China,14342,56946.61,0.0237,739.19,0.025,7500,0.1417,63.8,0.0282
2016-11-30,Volkswagen,Electric_Vehicles,North_America,4950,53835.17,0.0253,758.77,0.025,7500,0.1417,81.33,0.0312
2016-11-30,Volkswagen,Electric_Vehicles,Europe,5438,51825.18,0.0294,753.24,0.025,7500,0.1417,62.69,0.0268
2016-11-30,Volkswagen,Electric_Vehicles,Asia_Pacific,6726,50691.26,0.0271,726.21,0.025,7500,0.1417,73.3,0.0232
2016-11-30,Volkswagen,Electric_Vehicles,China,8176,51950.78,0.0241,738.36,0.025,7500,0.1417,73.0,0.0288
2016-11-30,Ford,Passenger_Cars,North_America,25806,27581.84,0.0296,777.5,0.025,7500,0.1417,72.09,0.025
2016-11-30,Ford,Passenger_Cars,Europe,24706,28269.23,0.0295,806.36,0.025,7500,0.1417,69.21,0.0183
2016-11-30,Ford,Passenger_Cars,Asia_Pacific,30080,27717.81,0.0329,715.67,0.025,7500,0.1417,88.2,0.0261
2016-11-30,Ford,Passenger_Cars,China,33461,28249.77,0.0268,731.1,0.025,7500,0.1417,82.04,0.0238
2016-11-30,Ford,Commercial_Vehicles,North_America,6784,51251.32,0.0296,738.26,0.025,7500,0.1417,89.04,0.0311
2016-11-30,Ford,Commercial_Vehicles,Europe,8497,51907.17,0.0223,758.33,0.025,7500,0.1417,74.69,0.0193
2016-11-30,Ford,Commercial_Vehicles,Asia_Pacific,8858,49643.22,0.0223,714.46,0.025,7500,0.1417,58.51,0.0152
2016-11-30,Ford,Commercial_Vehicles,China,11658,51318.19,0.0277,745.37,0.025,7500,0.1417,105.2,0.0243
2016-11-30,Ford,Electric_Vehicles,North_America,4434,46617.54,0.0246,748.53,0.025,7500,0.1417,86.73,0.0202
2016-11-30,Ford,Electric_Vehicles,Europe,5631,45487.5,0.0267,740.35,0.025,7500,0.1417,88.32,0.0289
2016-11-30,Ford,Electric_Vehicles,Asia_Pacific,6124,45702.73,0.0269,772.83,0.025,7500,0.1417,77.87,0.0234
2016-11-30,Ford,Electric_Vehicles,China,6922,44378.81,0.0254,741.61,0.025,7500,0.1417,95.1,0.029
2016-11-30,Hyundai-Kia,Passenger_Cars,North_America,21669,25737.42,0.0284,786.16,0.025,7500,0.1417,85.84,0.0224
2016-11-30,Hyundai-Kia,Passenger_Cars,Europe,22457,25130.14,0.0225,740.06,0.025,7500,0.1417,82.2,0.0158
2016-11-30,Hyundai-Kia,Passenger_Cars,Asia_Pacific,27192,26634.1,0.0261,715.33,0.025,7500,0.1417,86.84,0.0293
2016-11-30,Hyundai-Kia,Passenger_Cars,China,29336,24716.55,0.0302,744.1,0.025,7500,0.1417,91.6,0.0287
2016-11-30,Hyundai-Kia,Commercial_Vehicles,North_America,6406,45316.87,0.0291,735.91,0.025,7500,0.1417,66.22,0.027
2016-11-30,Hyundai-Kia,Commercial_Vehicles,Europe,6424,44123.08,0.0307,690.55,0.025,7500,0.1417,95.48,0.0312
2016-11-30,Hyundai-Kia,Commercial_Vehicles,Asia_Pacific,8614,46928.78,0.0388,771.28,0.025,7500,0.1417,75.71,0.0273
2016-11-30,Hyundai-Kia,Commercial_Vehicles,China,9889,47818.76,0.032,705.6,0.025,7500,0.1417,83.98,0.0323
2016-11-30,Hyundai-Kia,Electric_Vehicles,North_America,3233,41289.23,0.0265,780.35,0.025,7500,0.1417,93.91,0.0244
2016-11-30,Hyundai-Kia,Electric_Vehicles,Europe,4508,41967.29,0.0222,743.83,0.025,7500,0.1417,78.94,0.0251
2016-11-30,Hyundai-Kia,Electric_Vehicles,Asia_Pacific,4724,41135.12,0.0308,761.57,0.025,7500,0.1417,73.34,0.035
2016-11-30,Hyundai-Kia,Electric_Vehicles,China,6334,39641.48,0.0235,698.29,0.025,7500,0.1417,79.36,0.0262
2016-11-30,Stellantis,Passenger_Cars,North_America,17385,30094.66,0.0267,743.64,0.025,7500,0.1417,72.98,0.0259
2016-11-30,Stellantis,Passenger_Cars,Europe,21856,29859.14,0.0194,702.7,0.025,7500,0.1417,77.02,0.0223
2016-11-30,Stellantis,Passenger_Cars,Asia_Pacific,23493,28868.87,0.0288,733.33,0.025,7500,0.1417,62.71,0.0271
2016-11-30,Stellantis,Passenger_Cars,China,30214,28904.83,0.0389,764.33,0.025,7500,0.1417,60.65,0.025
2016-11-30,Stellantis,Commercial_Vehicles,North_America,5467,51289.37,0.025,729.8,0.025,7500,0.1417,84.98,0.0294
2016-11-30,Stellantis,Commercial_Vehicles,Europe,6115,53779.95,0.0317,757.73,0.025,7500,0.1417,71.1,0.0323
2016-11-30,Stellantis,Commercial_Vehicles,Asia_Pacific,8545,48959.44,0.0181,733.95,0.025,7500,0.1417,74.24,0.0251
2016-11-30,Stellantis,Commercial_Vehicles,China,8614,49622.37,0.0211,714.12,0.025,7500,0.1417,93.82,0.0192
2016-11-30,Stellantis,Electric_Vehicles,North_America,3457,47038.03,0.0193,736.76,0.025,7500,0.1417,84.22,0.0225
2016-11-30,Stellantis,Electric_Vehicles,Europe,4253,47723.13,0.0321,770.54,0.025,7500,0.1417,91.13,0.0269
2016-11-30,Stellantis,Electric_Vehicles,Asia_Pacific,4718,49703.83,0.0342,749.33,0.025,7500,0.1417,81.63,0.024
2016-11-30,Stellantis,Electric_Vehicles,China,6359,48242.93,0.0261,683.29,0.025,7500,0.1417,77.3,0.0165
2016-11-30,GM,Passenger_Cars,North_America,21413,29138.85,0.0257,697.09,0.025,7500,0.1417,72.54,0.0256
2016-11-30,GM,Passenger_Cars,Europe,25269,27361.27,0.0324,710.02,0.025,7500,0.1417,90.01,0.0252
2016-11-30,GM,Passenger_Cars,Asia_Pacific,31104,29555.65,0.0207,753.28,0.025,7500,0.1417,62.72,0.0328
2016-11-30,GM,Passenger_Cars,China,35255,28323.15,0.0357,782.03,0.025,7500,0.1417,82.78,0.0348
2016-11-30,GM,Commercial_Vehicles,North_America,6949,51715.59,0.0274,725.32,0.025,7500,0.1417,86.22,0.0305
2016-11-30,GM,Commercial_Vehicles,Europe,8776,52570.89,0.0316,731.17,0.025,7500,0.1417,77.22,0.0338
2016-11-30,GM,Commercial_Vehicles,Asia_Pacific,9527,50925.6,0.0345,798.79,0.025,7500,0.1417,74.13,0.0314
2016-11-30,GM,Commercial_Vehicles,China,11368,49937.65,0.0239,718.32,0.025,7500,0.1417,83.15,0.0336
2016-11-30,GM,Electric_Vehicles,North_America,4179,44304.98,0.0268,777.98,0.025,7500,0.1417,74.85,0.02
2016-11-30,GM,Electric_Vehicles,Europe,5544,43656.57,0.0262,776.7,0.025,7500,0.1417,86.83,0.0374
2016-11-30,GM,Electric_Vehicles,Asia_Pacific,5884,45177.01,0.0251,679.05,0.025,7500,0.1417,73.21,0.0247
2016-11-30,GM,Electric_Vehicles,China,7109,44694.92,0.0264,771.16,0.025,7500,0.1417,96.54,0.0242
2016-12-31,Toyota,Passenger_Cars,North_America,29037,31380.35,0.0195,763.21,0.025,7500,0.1417,63.35,0.0225
2016-12-31,Toyota,Passenger_Cars,Europe,36237,31488.55,0.0229,733.29,0.025,7500,0.1417,85.38,0.0328
2016-12-31,Toyota,Passenger_Cars,Asia_Pacific,42110,30661.74,0.0254,779.98,0.025,7500,0.1417,71.79,0.0327
2016-12-31,Toyota,Passenger_Cars,China,47362,30037.57,0.0266,711.68,0.025,7500,0.1417,59.76,0.0313
2016-12-31,Toyota,Commercial_Vehicles,North_America,9555,53541.65,0.024,727.88,0.025,7500,0.1417,81.56,0.0329
2016-12-31,Toyota,Commercial_Vehicles,Europe,11158,54942.95,0.0231,744.2,0.025,7500,0.1417,87.75,0.0259
2016-12-31,Toyota,Commercial_Vehicles,Asia_Pacific,15256,56955.89,0.0308,734.65,0.025,7500,0.1417,80.59,0.0314
2016-12-31,Toyota,Commercial_Vehicles,China,14848,53352.88,0.0303,772.59,0.025,7500,0.1417,75.35,0.0259
2016-12-31,Toyota,Electric_Vehicles,North_America,5635,50194.26,0.0329,731.78,0.025,7500,0.1417,74.46,0.0283
2016-12-31,Toyota,Electric_Vehicles,Europe,8445,51043.77,0.0272,720.04,0.025,7500,0.1417,91.79,0.0215
2016-12-31,Toyota,Electric_Vehicles,Asia_Pacific,8508,50241.28,0.0244,739.08,0.025,7500,0.1417,73.65,0.0198
2016-12-31,Toyota,Electric_Vehicles,China,9085,49188.26,0.0197,706.07,0.025,7500,0.1417,69.21,0.0253
2016-12-31,Volkswagen,Passenger_Cars,North_America,26581,32581.61,0.0258,721.73,0.025,7500,0.1417,64.56,0.026
2016-12-31,Volkswagen,Passenger_Cars,Europe,31165,33931.6,0.0308,795.88,0.025,7500,0.1417,77.8,0.029
2016-12-31,Volkswagen,Passenger_Cars,Asia_Pacific,33054,32693.72,0.0189,753.23,0.025,7500,0.1417,66.56,0.0278
2016-12-31,Volkswagen,Passenger_Cars,China,44891,30663.74,0.0134,721.04,0.025,7500,0.1417,83.19,0.0286
2016-12-31,Volkswagen,Commercial_Vehicles,North_America,8772,59424.59,0.0241,765.13,0.025,7500,0.1417,86.62,0.0231
2016-12-31,Volkswagen,Commercial_Vehicles,Europe,9339,57453.09,0.02,771.07,0.025,7500,0.1417,86.12,0.0257
2016-12-31,Volkswagen,Commercial_Vehicles,Asia_Pacific,11437,59625.31,0.0254,743.97,0.025,7500,0.1417,78.73,0.0353
2016-12-31,Volkswagen,Commercial_Vehicles,China,13484,60249.13,0.0204,728.81,0.025,7500,0.1417,72.22,0.0352
2016-12-31,Volkswagen,Electric_Vehicles,North_America,6109,53795.19,0.0315,776.1,0.025,7500,0.1417,82.24,0.0224
2016-12-31,Volkswagen,Electric_Vehicles,Europe,6457,51359.39,0.0305,723.09,0.025,7500,0.1417,80.54,0.0258
2016-12-31,Volkswagen,Electric_Vehicles,Asia_Pacific,7994,52593.34,0.0266,756.06,0.025,7500,0.1417,57.97,0.0343
2016-12-31,Volkswagen,Electric_Vehicles,China,9565,52742.76,0.0299,750.38,0.025,7500,0.1417,62.81,0.0184
2016-12-31,Ford,Passenger_Cars,North_America,26085,26819.71,0.0286,694.23,0.025,7500,0.1417,69.31,0.024
2016-12-31,Ford,Passenger_Cars,Europe,29923,27940.16,0.0193,763.96,0.025,7500,0.1417,68.92,0.0268
2016-12-31,Ford,Passenger_Cars,Asia_Pacific,28658,29347.03,0.0326,762.34,0.025,7500,0.1417,83.91,0.0261
2016-12-31,Ford,Passenger_Cars,China,34493,27792.72,0.0165,691.98,0.025,7500,0.1417,72.0,0.0347
2016-12-31,Ford,Commercial_Vehicles,North_America,5906,51743.77,0.0343,764.74,0.025,7500,0.1417,79.43,0.0284
2016-12-31,Ford,Commercial_Vehicles,Europe,7775,49020.31,0.0224,743.53,0.025,7500,0.1417,83.35,0.0299
2016-12-31,Ford,Commercial_Vehicles,Asia_Pacific,8167,49104.47,0.0307,755.93,0.025,7500,0.1417,54.19,0.0246
2016-12-31,Ford,Commercial_Vehicles,China,11800,51302.5,0.0295,759.21,0.025,7500,0.1417,74.8,0.0245
2016-12-31,Ford,Electric_Vehicles,North_America,4305,44072.16,0.0238,718.47,0.025,7500,0.1417,89.37,0.0277
2016-12-31,Ford,Electric_Vehicles,Europe,5406,45705.27,0.0408,734.29,0.025,7500,0.1417,71.42,0.0252
2016-12-31,Ford,Electric_Vehicles,Asia_Pacific,6446,47727.19,0.0197,788.38,0.025,7500,0.1417,74.62,0.0255
2016-12-31,Ford,Electric_Vehicles,China,7017,46460.63,0.023,757.51,0.025,7500,0.1417,74.38,0.0311
2016-12-31,Hyundai-Kia,Passenger_Cars,North_America,18863,24970.81,0.0264,775.22,0.025,7500,0.1417,76.87,0.0266
2016-12-31,Hyundai-Kia,Passenger_Cars,Europe,20887,25432.02,0.0266,742.2,0.025,7500,0.1417,80.71,0.0334
2016-12-31,Hyundai-Kia,Passenger_Cars,Asia_Pacific,28755,25931.76,0.0278,692.56,0.025,7500,0.1417,72.2,0.0334
2016-12-31,Hyundai-Kia,Passenger_Cars,China,32209,26414.16,0.0285,730.79,0.025,7500,0.1417,81.92,0.0315
2016-12-31,Hyundai-Kia,Commercial_Vehicles,North_America,6429,46523.06,0.0331,763.91,0.025,7500,0.1417,86.06,0.0242
2016-12-31,Hyundai-Kia,Commercial_Vehicles,Europe,7189,45772.45,0.0248,741.26,0.025,7500,0.1417,95.83,0.0338
2016-12-31,Hyundai-Kia,Commercial_Vehicles,Asia_Pacific,7353,46844.4,0.0324,717.54,0.025,7500,0.1417,75.08,0.0307
2016-12-31,Hyundai-Kia,Commercial_Vehicles,China,9638,47746.72,0.0299,709.97,0.025,7500,0.1417,74.13,0.0278
2016-12-31,Hyundai-Kia,Electric_Vehicles,North_America,4013,41416.45,0.0268,743.61,0.025,7500,0.1417,69.05,0.0271
2016-12-31,Hyundai-Kia,Electric_Vehicles,Europe,4966,42749.6,0.0295,770.21,0.025,7500,0.1417,71.74,0.0367
2016-12-31,Hyundai-Kia,Electric_Vehicles,Asia_Pacific,5342,40257.3,0.0368,773.51,0.025,7500,0.1417,53.73,0.0389
2016-12-31,Hyundai-Kia,Electric_Vehicles,China,6931,42246.92,0.0183,750.51,0.025,7500,0.1417,58.09,0.0343
2016-12-31,Stellantis,Passenger_Cars,North_America,21152,28858.03,0.0251,781.19,0.025,7500,0.1417,89.65,0.0158
2016-12-31,Stellantis,Passenger_Cars,Europe,21740,30380.89,0.0336,749.59,0.025,7500,0.1417,83.36,0.027
2016-12-31,Stellantis,Passenger_Cars,Asia_Pacific,23595,29543.88,0.0343,752.48,0.025,7500,0.1417,62.96,0.0261
2016-12-31,Stellantis,Passenger_Cars,China,32071,30729.7,0.032,760.16,0.025,7500,0.1417,75.9,0.0156
2016-12-31,Stellantis,Commercial_Vehicles,North_America,6306,50888.17,0.0345,711.02,0.025,7500,0.1417,71.98,0.0364
2016-12-31,Stellantis,Commercial_Vehicles,Europe,6706,56040.95,0.0259,751.05,0.025,7500,0.1417,72.64,0.0267
2016-12-31,Stellantis,Commercial_Vehicles,Asia_Pacific,7334,52273.41,0.0215,727.9,0.025,7500,0.1417,55.09,0.0241
